0 24 1.0925575137073907e-07 3.739030040969444e-08 1.000000503394205
0 25 1.2917302632586432e-07 5.9293949169215704e-08 1.0000005024819396
0 26 1.3394930907038072e-07 5.538358043385763e-08 1.0000005018812803
0 27 1.3440984839565259e-07 4.5669800054853894e-08 1.00000050150287
0 28 1.3378576402204435e-07 3.6317981965567206e-08 1.000000501265859
0 29 1.3306289279884652e-07 2.8534298367603983e-08 1.0000005011153734
0 30 1.324281432713351e-07 2.2430200536685433e-08 1.0000005010183701
0 31 1.3193202424000943e-07 1.777984586943713e-08 1.000000500954329
0 32 1.3157153435707257e-07 1.4236768545206679e-08 1.0000005009106314
0 33 1.3132014965262438e-07 1.1496060733608084e-08 1.0000005008796797
0 34 1.3114877772041504e-07 9.304654504472731e-09 1.0000005008569457
0 35 1.3103344970789187e-07 7.490547006164906e-09 1.0000005008397388
0 36 1.3095638681225658e-07 5.91935365401392e-09 1.000000500826459
0 37 1.3090528740441657e-07 4.510813903328368e-09 1.0000005008161539
0 38 1.3087172844092546e-07 3.1958417035238474e-09 1.0000005008082609
0 39 1.3085029541699736e-07 1.9397709826290046e-09 1.000000500802451
0 40 1.3083741861526928e-07 7.0344544093824e-10 1.000000500798547
0 41 1.3083114020661354e-07 -5.277989239112473e-10 1.0000005007964659
0 42 1.3083035463971073e-07 -1.7817563074925448e-09 1.000000500796198
0 43 1.3083499536918675e-07 -3.066526872147267e-09 1.0000005007977895
0 44 1.3084544172638725e-07 -4.408933687772276e-09 1.000000500801345
0 45 1.308629708711695e-07 -5.818724439285476e-09 1.0000005008070318
0 46 1.3088919894356917e-07 -7.329131827814522e-09 1.000000500815099
0 47 1.3092674588118695e-07 -8.958305190240488e-09 1.0000005008258999
0 48 1.309786439761587e-07 -1.0753068992435323e-08 1.000000500839937
0 49 1.3104921318879237e-07 -1.2747409901318236e-08 1.000000500857913
0 50 1.3114337782900818e-07 -1.501039098126282e-08 1.0000005008808193
0 51 1.3126770362338596e-07 -1.7601097945503844e-08 1.0000005009100499
0 52 1.3142932990349072e-07 -2.0621152991483794e-08 1.0000005009475836
0 53 1.3163641651078313e-07 -2.416359502206258e-08 1.0000005009962294
0 54 1.3189469905371925e-07 -2.836569997242588e-08 1.000000501060009
0 55 1.3220371629713213e-07 -3.333779649445609e-08 1.0000005011446569
0 56 1.3254904365370072e-07 -3.919205149858635e-08 1.0000005012582833
0 57 1.3290848753025224e-07 -4.592746833553243e-08 1.000000501412127
0 58 1.3330184595993734e-07 -5.3484562277702404e-08 1.0000005016217122
0 59 1.33954078789817e-07 -6.187048140959078e-08 1.000000501910208
0 60 1.356092527397461e-07 -7.194819556473235e-08 1.0000005023212122
0 61 1.3950051880585484e-07 -8.667371502127925e-08 1.0000005029642354
0 62 1.36923534470147e-07 -1.0850226384597912e-07 1.000000504188611
0 63 8.407788305442326e-08 -6.588143277697824e-08 1.0000005072519693
1 24 4.220478697922243e-08 2.848850381334614e-08 1.0000005028098866
1 25 1.1845991764450036e-07 8.375430329609345e-08 1.0000005021895115
1 26 1.432127041911581e-07 9.311254192578192e-08 1.0000005017698883
1 27 1.4837297479873279e-07 8.760343935262156e-08 1.0000005014773887
1 28 1.4810178688679662e-07 7.604511715345965e-08 1.0000005012760416
1 29 1.4589252990640327e-07 6.358303430412317e-08 1.000000501138066
1 30 1.4332812735016004e-07 5.2467760808677866e-08 1.0000005010432904
1 31 1.4110486779766648e-07 4.320455739134427e-08 1.0000005009774617
1 32 1.3939169866611722e-07 3.5628923069175433e-08 1.000000500930882
1 33 1.3815062469651513e-07 2.9404290513675077e-08 1.0000005008971584
1 34 1.3728513927593348e-07 2.417706240016763e-08 1.000000500872165
1 35 1.36699097612409e-07 1.9664826469718817e-08 1.0000005008532682
1 36 1.3631445267480294e-07 1.5635683152340133e-08 1.0000005008388015
1 37 1.3607305811532642e-07 1.1930214158405018e-08 1.0000005008277126
1 38 1.3593362803552128e-07 8.418100689388749e-09 1.0000005008193475
1 39 1.3586781105009894e-07 5.017731831044985e-09 1.0000005008133037
1 40 1.3585697682981498e-07 1.6540605364424384e-09 1.0000005008093504
1 41 1.358896782652871e-07 -1.716314780538698e-09 1.0000005008073696
1 42 1.359600382765534e-07 -5.145253389459948e-09 1.0000005008073327
1 43 1.3606653002412452e-07 -8.66332762346331e-09 1.0000005008092792
1 44 1.362114148113086e-07 -1.231984192089232e-08 1.0000005008133201
1 45 1.3640027021491675e-07 -1.6149563829287083e-08 1.000000500819636
1 46 1.3664202253657784e-07 -2.0214285944377818e-08 1.0000005008285004
1 47 1.369488591033078e-07 -2.456646103880338e-08 1.000000500840296
1 48 1.3733655666512652e-07 -2.9293329833911886e-08 1.0000005008555612
1 49 1.3782445233960968e-07 -3.447697201396019e-08 1.0000005008750321
1 50 1.3843561767624688e-07 -4.024106871633084e-08 1.0000005008997308
1 51 1.3919603500527036e-07 -4.670507619251394e-08 1.0000005009310553
